Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10165268,1,"Sunday, January 30, 2011 01:39:29 UTC",61.4976,-151.0004,2.3,51.40,27,"Southern Alaska"
ak,10165261,1,"Sunday, January 30, 2011 01:23:36 UTC",63.4914,-144.9796,2.5,0.00,22,"Central Alaska"
nc,71522091,0,"Sunday, January 30, 2011 01:20:46 UTC",38.8382,-122.8123,0.4,1.60, 7,"Northern California"
nc,71522086,0,"Sunday, January 30, 2011 01:20:05 UTC",38.8062,-122.7972,0.9,2.90,11,"Northern California"
ak,10165256,1,"Sunday, January 30, 2011 01:15:30 UTC",63.6156,-150.9073,2.1,3.30,14,"Central Alaska"
pr,11030000,0,"Sunday, January 30, 2011 01:09:54 UTC",18.9200,-67.7819,3.1,7.00,13,"Dominican Republic region"
uw,01300109,1,"Sunday, January 30, 2011 01:09:25 UTC",46.2771,-122.2136,1.3,6.20,12,"Mount St. Helens area, Washington"
us,2011gtac,4,"Sunday, January 30, 2011 01:03:39 UTC",-49.3124,-10.8535,4.9,10.00,48,"southwestern Atlantic Ocean"
hv,60209516,1,"Sunday, January 30, 2011 00:24:30 UTC",19.3768,-155.2437,1.7,2.90,23,"Island of Hawaii, Hawaii"
nc,71522081,0,"Saturday, January 29, 2011 23:52:36 UTC",38.7448,-122.7178,1.2,1.80,10,"Northern California"
nc,71522076,0,"Saturday, January 29, 2011 23:51:48 UTC",38.7455,-122.7133,0.7,1.30, 7,"Northern California"
nc,71522051,1,"Saturday, January 29, 2011 23:46:30 UTC",38.7487,-122.7242,2.3,1.90,31,"Northern California"
nc,71522066,0,"Saturday, January 29, 2011 23:45:58 UTC",38.7535,-122.7382,1.9,1.90,18,"Northern California"
nc,71522056,0,"Saturday, January 29, 2011 23:45:40 UTC",38.7505,-122.7288,1.6,1.60,12,"Northern California"
us,b000168b,4,"Saturday, January 29, 2011 23:38:42 UTC",-7.7915,147.7457,4.9,52.00,31,"eastern New Guinea region, Papua New Guinea"
ci,14924860,2,"Saturday, January 29, 2011 23:30:53 UTC",34.0048,-116.8133,1.9,19.30,81,"Southern California"
nc,71522041,0,"Saturday, January 29, 2011 23:25:29 UTC",38.8377,-122.8292,0.5,2.50, 6,"Northern California"
nc,71522036,0,"Saturday, January 29, 2011 23:23:33 UTC",38.8417,-122.8248,0.9,2.20, 8,"Northern California"
ak,10165122,1,"Saturday, January 29, 2011 23:14:24 UTC",63.4969,-150.8905,1.6,8.10, 7,"Central Alaska"
nc,71522031,0,"Saturday, January 29, 2011 23:05:56 UTC",38.8387,-122.8310,0.9,2.00, 9,"Northern California"
uw,01292249,1,"Saturday, January 29, 2011 22:49:46 UTC",46.2760,-122.2044,1.7,5.40,12,"Mount St. Helens area, Washington"
uw,01292244,1,"Saturday, January 29, 2011 22:44:14 UTC",46.2869,-122.2009,2.5,3.90,25,"Mount St. Helens area, Washington"
uw,01292237,1,"Saturday, January 29, 2011 22:37:08 UTC",46.2773,-122.2048,1.9,6.20,17,"Mount St. Helens area, Washington"
uw,01292226,1,"Saturday, January 29, 2011 22:26:22 UTC",46.2833,-122.2088,2.6,3.50,34,"Mount St. Helens area, Washington"
nc,71522016,0,"Saturday, January 29, 2011 22:16:45 UTC",36.5252,-121.0670,1.9,6.40,18,"Central California"
nn,00325405,7,"Saturday, January 29, 2011 22:11:38 UTC",39.4091,-119.9081,1.1,7.40,14,"Nevada"
uw,01292159,1,"Saturday, January 29, 2011 21:59:41 UTC",46.2765,-122.2108,1.3,5.60,13,"Mount St. Helens area, Washington"
nc,71522006,0,"Saturday, January 29, 2011 21:57:42 UTC",36.4910,-121.0435,2.0,6.40,21,"Central California"
ak,10165107,1,"Saturday, January 29, 2011 21:36:00 UTC",63.4900,-147.4109,1.6,66.70,12,"Central Alaska"
nc,71522001,2,"Saturday, January 29, 2011 21:32:21 UTC",37.3522,-119.9808,2.2,22.10,10,"Central California"
ci,14924844,4,"Saturday, January 29, 2011 21:03:42 UTC",35.6240,-117.4493,1.5,9.80,21,"Southern California"
ci,14924836,4,"Saturday, January 29, 2011 20:55:16 UTC",34.2663,-116.9720,2.0,8.40,89,"Southern California"
ak,10165100,1,"Saturday, January 29, 2011 20:29:15 UTC",64.6956,-149.2929,1.5,17.90, 8,"Central Alaska"
nc,71521996,0,"Saturday, January 29, 2011 20:16:48 UTC",38.8237,-122.7857,0.5,2.10, 9,"Northern California"
ak,10165092,1,"Saturday, January 29, 2011 20:12:29 UTC",59.6457,-146.1825,2.7,8.70,35,"Gulf of Alaska"
nc,71521991,0,"Saturday, January 29, 2011 20:06:47 UTC",38.8205,-122.7862,0.8,2.20, 8,"Northern California"
nc,71521986,0,"Saturday, January 29, 2011 20:06:35 UTC",38.8247,-122.7867,1.7,1.10,15,"Northern California"
ci,14924828,4,"Saturday, January 29, 2011 20:05:59 UTC",34.1883,-117.5503,1.1,10.90,21,"Greater Los Angeles area, California"
ak,10165087,1,"Saturday, January 29, 2011 20:04:47 UTC",63.4871,-150.8927,1.1,12.60, 8,"Central Alaska"
ci,14924820,4,"Saturday, January 29, 2011 19:59:35 UTC",35.9923,-117.6957,1.7,4.10,19,"Central California"
ci,14924812,4,"Saturday, January 29, 2011 19:28:44 UTC",33.4922,-116.5708,0.3,8.60,23,"Southern California"
uw,01291912,1,"Saturday, January 29, 2011 19:12:44 UTC",47.4700,-124.1058,1.9,26.40,18,"Olympic Peninsula, Washington"
nc,71521966,0,"Saturday, January 29, 2011 19:10:14 UTC",38.7513,-122.7060,1.0,1.80,11,"Northern California"
nc,71521961,0,"Saturday, January 29, 2011 18:54:50 UTC",38.7930,-122.7830,0.9,4.10,17,"Northern California"
ci,14924804,4,"Saturday, January 29, 2011 18:52:08 UTC",33.9400,-116.6458,2.1,12.80,89,"Southern California"
ci,14924788,4,"Saturday, January 29, 2011 18:28:58 UTC",34.1147,-116.9685,0.7,9.10,24,"Southern California"
nc,71521956,0,"Saturday, January 29, 2011 18:25:38 UTC",38.8408,-122.7807,0.4,1.80, 8,"Northern California"
nc,71521941,0,"Saturday, January 29, 2011 18:01:48 UTC",38.8152,-122.7997,0.6,3.50,11,"Northern California"
us,b000162a,8,"Saturday, January 29, 2011 18:01:03 UTC",19.7920,-109.2422,4.5,10.00,142,"Revilla Gigedo Islands region"
nc,71521946,2,"Saturday, January 29, 2011 18:00:49 UTC",37.6615,-118.7705,0.2,7.50, 8,"Long Valley area, California"
nc,71521936,0,"Saturday, January 29, 2011 17:47:28 UTC",38.8158,-122.7977,0.5,3.50, 8,"Northern California"
nc,71521926,1,"Saturday, January 29, 2011 17:46:21 UTC",38.8157,-122.8010,1.4,3.70,29,"Northern California"
us,b0001625,5,"Saturday, January 29, 2011 17:41:37 UTC",47.5612,18.3170,4.3,1.30,45,"Hungary"
nc,71521921,0,"Saturday, January 29, 2011 17:36:07 UTC",36.1815,-121.2718,1.9,7.50,13,"Central California"
nc,71521911,1,"Saturday, January 29, 2011 17:28:47 UTC",38.8155,-122.7998,2.3,3.60,38,"Northern California"
nc,71521906,0,"Saturday, January 29, 2011 17:25:12 UTC",38.8452,-122.8250,1.0,1.80,17,"Northern California"
nc,71521896,0,"Saturday, January 29, 2011 17:14:07 UTC",38.8143,-122.8020,0.5,4.80, 9,"Northern California"
ak,10165059,2,"Saturday, January 29, 2011 17:13:50 UTC",61.7151,-149.9014,1.4,8.40,18,"Southern Alaska"
ci,14924764,4,"Saturday, January 29, 2011 17:09:53 UTC",31.9533,-117.3442,2.8,10.00, 6,"offshore Baja California, Mexico"
ak,10165052,1,"Saturday, January 29, 2011 16:42:07 UTC",61.4200,-150.7045,2.2,66.10,24,"Southern Alaska"
nc,71521871,2,"Saturday, January 29, 2011 16:09:31 UTC",37.5230,-118.8253,0.4,3.00,14,"Central California"
nc,71521866,0,"Saturday, January 29, 2011 16:06:10 UTC",38.8082,-122.8165,0.9,3.90,12,"Northern California"
ci,14924756,4,"Saturday, January 29, 2011 15:45:39 UTC",33.6785,-116.7658,0.5,15.50,27,"Southern California"
nc,71521856,2,"Saturday, January 29, 2011 15:36:37 UTC",37.5507,-118.7965,0.8,8.70,19,"Central California"
ak,10165038,1,"Saturday, January 29, 2011 15:18:48 UTC",60.1139,-141.1907,1.9,8.70,16,"Southern Alaska"
ci,14924740,4,"Saturday, January 29, 2011 15:15:39 UTC",33.3992,-116.3777,0.6,5.60,24,"Southern California"
pr,11029003,0,"Saturday, January 29, 2011 15:09:34 UTC",17.9549,-67.0110,1.8,18.50, 6,"Puerto Rico region"
nc,71521851,0,"Saturday, January 29, 2011 15:09:13 UTC",38.7945,-122.7763,0.9,0.10, 8,"Northern California"
ak,10165028,1,"Saturday, January 29, 2011 14:05:09 UTC",63.1137,-149.5893,2.0,86.90, 9,"Central Alaska"
ci,14924732,2,"Saturday, January 29, 2011 13:53:14 UTC",32.3267,-115.5343,1.8,10.00,11,"Baja California, Mexico"
nc,71521836,0,"Saturday, January 29, 2011 13:39:17 UTC",38.7967,-122.7947,0.9,3.00,13,"Northern California"
ci,14924724,4,"Saturday, January 29, 2011 13:29:23 UTC",33.4860,-116.5705,0.7,8.50,37,"Southern California"
ci,14924716,2,"Saturday, January 29, 2011 13:24:03 UTC",32.2583,-115.3705,2.1,10.00,10,"Baja California, Mexico"
nc,71521831,1,"Saturday, January 29, 2011 13:12:42 UTC",36.0165,-120.5855,1.7,3.50,25,"Central California"
hv,60209431,1,"Saturday, January 29, 2011 13:11:36 UTC",19.1957,-155.4045,1.8,34.20,16,"Island of Hawaii, Hawaii"
us,b00015zp,6,"Saturday, January 29, 2011 12:38:59 UTC",21.6039,142.9515,5.2,318.80,197,"Mariana Islands region"
ci,14924692,4,"Saturday, January 29, 2011 12:34:14 UTC",32.4873,-115.6153,1.5,3.00,12,"Baja California, Mexico"
ci,14924684,4,"Saturday, January 29, 2011 12:22:31 UTC",35.0608,-117.1682,1.5,7.10,15,"Southern California"
ci,14924676,4,"Saturday, January 29, 2011 12:06:27 UTC",33.1690,-115.6700,0.6,0.10,16,"Southern California"
us,b00015zl,6,"Saturday, January 29, 2011 11:58:18 UTC",-62.9904,-164.3136,5.3,10.10,26,"Pacific-Antarctic Ridge"
ci,14924668,4,"Saturday, January 29, 2011 11:56:00 UTC",32.4832,-115.6310,1.9,10.00,13,"Baja California, Mexico"
ci,14924660,4,"Saturday, January 29, 2011 11:44:55 UTC",33.0198,-115.6008,1.4,11.30,22,"Southern California"
nc,71521801,0,"Saturday, January 29, 2011 11:30:07 UTC",38.8795,-122.7427,0.6,12.10, 6,"Northern California"
us,b00015z2,6,"Saturday, January 29, 2011 11:00:04 UTC",70.9771,-6.6885,4.8,9.80,104,"Jan Mayen Island region"
us,b00015yt,4,"Saturday, January 29, 2011 10:23:35 UTC",-55.3719,-27.9730,4.8,10.00,21,"South Sandwich Islands region"
pr,11029001,0,"Saturday, January 29, 2011 10:01:26 UTC",18.1949,-67.5250,2.4,19.70,11,"Mona Passage, Puerto Rico"
uw,01290956,1,"Saturday, January 29, 2011 09:56:59 UTC",47.7039,-120.0544,1.3,0.60, 5,"Washington"
ci,14924652,4,"Saturday, January 29, 2011 09:55:48 UTC",32.6480,-115.9808,1.6,1.80,18,"Southern California"
ci,14924644,6,"Saturday, January 29, 2011 09:53:16 UTC",32.9907,-116.4605,1.6,5.50,53,"Southern California"
ak,10164989,1,"Saturday, January 29, 2011 09:48:50 UTC",62.5667,-150.9751,1.9,86.50, 8,"Central Alaska"
ci,14924636,2,"Saturday, January 29, 2011 09:45:01 UTC",36.0200,-117.8822,0.8,6.50,11,"Central California"
ak,10164986,1,"Saturday, January 29, 2011 09:26:49 UTC",62.1260,-150.8175,1.9,81.60,16,"Central Alaska"
pr,11029000,0,"Saturday, January 29, 2011 09:22:30 UTC",18.0667,-67.3275,2.2,46.90, 7,"Mona Passage, Puerto Rico"
ci,14924628,4,"Saturday, January 29, 2011 09:18:15 UTC",33.0475,-116.4263,1.4,8.10,52,"Southern California"
nc,71521781,0,"Saturday, January 29, 2011 09:13:29 UTC",38.8227,-122.8353,0.4,5.30, 6,"Northern California"
ak,10164982,1,"Saturday, January 29, 2011 09:07:33 UTC",62.0537,-148.9336,1.8,0.00, 9,"Central Alaska"
ci,14924620,4,"Saturday, January 29, 2011 08:57:05 UTC",36.0197,-117.8818,1.0,6.30,20,"Central California"
nc,71521766,0,"Saturday, January 29, 2011 08:56:57 UTC",38.7618,-122.7413,0.6,1.70, 8,"Northern California"
nc,71521761,0,"Saturday, January 29, 2011 08:29:38 UTC",38.8178,-122.7982,0.5,3.40,10,"Northern California"
ci,14924612,4,"Saturday, January 29, 2011 08:29:35 UTC",33.0013,-116.3417,0.9,8.40,19,"Southern California"
ak,10164974,1,"Saturday, January 29, 2011 08:21:10 UTC",60.2768,-141.3691,1.5,2.50, 8,"Southern Alaska"
nc,71521756,4,"Saturday, January 29, 2011 08:03:32 UTC",39.1553,-120.2825,2.1,6.20,16,"Northern California"
ak,10164971,2,"Saturday, January 29, 2011 07:59:56 UTC",51.1823,-177.9540,2.7,20.00,13,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71521751,0,"Saturday, January 29, 2011 07:58:25 UTC",36.0752,-120.6190,1.0,3.90,10,"Central California"
us,b00015y8,3,"Saturday, January 29, 2011 07:24:55 UTC",-31.6253,-67.6946,4.5,34.60,30,"San Juan, Argentina"
hv,60209391,1,"Saturday, January 29, 2011 07:16:42 UTC",19.3658,-155.1487,2.3,3.80,21,"Island of Hawaii, Hawaii"
ak,10164960,1,"Saturday, January 29, 2011 07:12:31 UTC",61.3870,-149.7732,2.2,31.00,24,"Southern Alaska"
ak,10164948,2,"Saturday, January 29, 2011 06:59:21 UTC",59.5320,-152.8956,2.1,91.70,31,"Southern Alaska"
us,b00015y3,8,"Saturday, January 29, 2011 06:55:26 UTC",70.9645,-6.7783,6.1,9.50,489,"Jan Mayen Island region"
nc,71521736,0,"Saturday, January 29, 2011 06:43:56 UTC",38.8032,-122.7392,1.1,2.60,16,"Northern California"
ak,10164944,1,"Saturday, January 29, 2011 06:30:58 UTC",57.8667,-154.0292,2.3,15.50, 8,"Kodiak Island region, Alaska"
nc,71521731,0,"Saturday, January 29, 2011 06:30:27 UTC",38.7998,-122.7740,0.9,1.70,17,"Northern California"
nc,71521726,0,"Saturday, January 29, 2011 06:00:51 UTC",36.6315,-121.2257,1.6,8.50,16,"Central California"
nc,71521721,0,"Saturday, January 29, 2011 05:54:48 UTC",38.8320,-122.7622,1.5,0.80,13,"Northern California"
nc,71521716,0,"Saturday, January 29, 2011 05:54:33 UTC",38.8305,-122.7660,1.4,1.30,11,"Northern California"
nc,71521711,0,"Saturday, January 29, 2011 05:54:19 UTC",38.8367,-122.7645,0.6,1.40, 7,"Northern California"
ci,14924564,2,"Saturday, January 29, 2011 05:29:01 UTC",32.5167,-115.7217,1.7,2.00,17,"Baja California, Mexico"
pr,11029002,0,"Saturday, January 29, 2011 05:01:06 UTC",17.9540,-67.0250,1.7,17.60, 4,"Puerto Rico region"
us,2011gsar,7,"Saturday, January 29, 2011 04:43:15 UTC",28.1481,58.8922,4.6,10.00,42,"southeastern Iran"
ci,14924548,2,"Saturday, January 29, 2011 04:41:38 UTC",32.6535,-115.9462,1.7,7.50,27,"Southern California"
ci,14924540,2,"Saturday, January 29, 2011 04:39:47 UTC",35.6375,-117.3325,1.6,12.10,34,"Southern California"
nc,71521691,0,"Saturday, January 29, 2011 04:05:42 UTC",38.7942,-122.7835,0.6,1.80,10,"Northern California"
ak,10164925,1,"Saturday, January 29, 2011 04:01:09 UTC",59.9532,-140.7767,1.7,14.10, 8,"Southeastern Alaska"
nc,71521686,0,"Saturday, January 29, 2011 03:59:14 UTC",36.6980,-121.3910,1.6,0.60,13,"Central California"
ci,14924524,2,"Saturday, January 29, 2011 03:57:17 UTC",33.9643,-117.2238,1.8,15.60,94,"Greater Los Angeles area, California"
ak,10164922,2,"Saturday, January 29, 2011 03:54:27 UTC",63.5177,-150.9421,1.2,5.10,15,"Central Alaska"
ak,10164918,1,"Saturday, January 29, 2011 03:39:23 UTC",63.4671,-150.8628,1.4,4.30, 9,"Central Alaska"
nc,71521681,0,"Saturday, January 29, 2011 03:32:15 UTC",35.9832,-120.5595,1.6,3.80,21,"Central California"
hv,60209376,1,"Saturday, January 29, 2011 03:24:52 UTC",19.3647,-155.2147,2.3,3.40,26,"Island of Hawaii, Hawaii"
nc,71521676,2,"Saturday, January 29, 2011 03:17:46 UTC",36.7280,-121.4045,1.2,10.80,31,"Central California"
us,b00015xd,6,"Saturday, January 29, 2011 03:08:34 UTC",-19.0428,168.1718,5.0,63.80,58,"Vanuatu"
nc,71521671,2,"Saturday, January 29, 2011 02:44:58 UTC",36.5510,-121.1362,1.2,8.10,23,"Central California"
us,b00015x3,4,"Saturday, January 29, 2011 02:41:18 UTC",-17.9625,-178.0876,4.8,582.50,114,"Fiji region"
nc,71521666,0,"Saturday, January 29, 2011 02:38:34 UTC",38.8325,-122.8042,0.4,2.30, 8,"Northern California"
ci,14924516,2,"Saturday, January 29, 2011 02:30:59 UTC",33.2025,-115.9628,1.9,9.10,14,"Southern California"
nc,71521651,2,"Saturday, January 29, 2011 02:18:21 UTC",40.4618,-121.4790,0.7,4.80, 9,"Lassen Peak area, California"
ak,10164892,2,"Saturday, January 29, 2011 01:57:19 UTC",60.4974,-151.4554,3.7,60.60,38,"Kenai Peninsula, Alaska"
ci,14924492,2,"Saturday, January 29, 2011 01:39:56 UTC",33.9725,-116.8012,1.5,14.60,79,"Southern California"
ak,10164883,1,"Saturday, January 29, 2011 01:20:30 UTC",63.5870,-150.8153,2.6,7.10,35,"Central Alaska"
ak,10164880,1,"Saturday, January 29, 2011 01:12:28 UTC",61.9651,-150.4111,1.9,9.00,22,"Southern Alaska"
nc,71521636,0,"Saturday, January 29, 2011 01:05:25 UTC",38.8373,-122.8083,0.4,1.70,10,"Northern California"
ak,10164877,1,"Saturday, January 29, 2011 01:02:14 UTC",61.8208,-152.0726,1.9,12.50,13,"Southern Alaska"
nc,71521631,2,"Saturday, January 29, 2011 00:51:38 UTC",39.4065,-120.2168,0.7,9.40, 8,"Northern California"
us,b00015wm,6,"Saturday, January 29, 2011 00:50:18 UTC",27.9705,59.2428,4.4,10.10,39,"southeastern Iran"
nc,71521626,2,"Saturday, January 29, 2011 00:48:53 UTC",40.4240,-124.4850,2.0,17.20,19,"offshore Northern California"
nc,71521621,0,"Saturday, January 29, 2011 00:48:48 UTC",38.8125,-122.8195,0.4,3.10,10,"Northern California"
ci,14924476,2,"Saturday, January 29, 2011 00:13:44 UTC",33.7093,-116.7558,1.1,17.90,51,"Southern California"
us,b00015we,5,"Saturday, January 29, 2011 00:05:16 UTC",4.8641,-76.0196,4.5,113.70,127,"Colombia"
nm,012911a,A,"Saturday, January 29, 2011 00:04:06 UTC",36.5463,-89.5823,1.7,6.50,12,"southeastern Missouri"
pr,11028002,0,"Friday, January 28, 2011 23:59:08 UTC",17.7819,-66.8619,2.0,8.80, 5,"Puerto Rico region"
nc,71521616,2,"Friday, January 28, 2011 23:58:15 UTC",38.5658,-122.3940,1.3,7.40, 8,"Northern California"
us,b00015wd,6,"Friday, January 28, 2011 23:57:42 UTC",-41.0484,80.8963,5.1,10.00,40,"Mid-Indian Ridge"
ci,14924444,4,"Friday, January 28, 2011 23:51:25 UTC",33.4980,-116.5653,1.4,0.20,26,"Southern California"
nn,00325363,7,"Friday, January 28, 2011 23:44:16 UTC",37.4133,-117.0957,1.2,11.40,10,"Nevada"
ak,10164856,1,"Friday, January 28, 2011 23:43:12 UTC",63.8305,-150.0300,1.4,0.00, 9,"Central Alaska"
us,b00015w7,5,"Friday, January 28, 2011 23:39:03 UTC",6.7221,-72.9800,4.3,159.00,68,"northern Colombia"
nc,71521611,0,"Friday, January 28, 2011 23:33:20 UTC",38.8412,-122.8292,0.5,2.30, 5,"Northern California"
ci,14924428,2,"Friday, January 28, 2011 23:33:09 UTC",33.4262,-116.5982,1.1,11.50,31,"Southern California"
ci,14924404,4,"Friday, January 28, 2011 23:23:48 UTC",33.4140,-116.6067,1.7,11.30,77,"Southern California"
nc,71521606,2,"Friday, January 28, 2011 23:19:05 UTC",36.5372,-121.1145,0.8,8.20,11,"Central California"
us,b00015vw,7,"Friday, January 28, 2011 23:06:31 UTC",43.4903,147.5070,4.7,78.10,91,"Kuril Islands"
nn,00325359,7,"Friday, January 28, 2011 22:55:32 UTC",37.3889,-115.2286,1.4,0.00, 6,"Nevada"
ak,10164832,1,"Friday, January 28, 2011 22:41:41 UTC",62.1568,-150.7279,1.9,60.00,22,"Central Alaska"
us,b00015v1,5,"Friday, January 28, 2011 22:40:17 UTC",26.9542,128.1512,4.9,32.00,62,"Ryukyu Islands, Japan"
nn,00325358,7,"Friday, January 28, 2011 22:37:50 UTC",37.0722,-117.9674,1.9,5.30,11,"Central California"
ci,14924372,4,"Friday, January 28, 2011 22:37:18 UTC",35.0495,-117.6632,1.6,0.00,27,"Southern California"
ci,14924364,4,"Friday, January 28, 2011 22:11:59 UTC",33.0727,-115.6553,1.4,0.00, 7,"Southern California"
ak,10164820,1,"Friday, January 28, 2011 21:58:38 UTC",62.3929,-151.1631,1.6,79.80, 7,"Central Alaska"
ci,14924348,4,"Friday, January 28, 2011 21:49:12 UTC",35.6390,-117.3228,1.3,12.00,27,"Southern California"
pr,11028001,0,"Friday, January 28, 2011 21:48:34 UTC",19.1329,-64.5660,3.5,15.00, 8,"Virgin Islands region"
uu,01282140,2,"Friday, January 28, 2011 21:40:19 UTC",39.6932,-111.2550,1.7,1.70,16,"Utah"
uu,01282135,2,"Friday, January 28, 2011 21:35:42 UTC",40.5063,-111.5640,1.1,7.20,21,"Utah"
us,b00015s4,4,"Friday, January 28, 2011 21:33:41 UTC",-6.4668,128.0792,4.6,335.30,49,"Banda Sea"
ci,14924340,2,"Friday, January 28, 2011 21:27:47 UTC",35.9975,-117.5663,0.6,4.70, 6,"Central California"
nc,71521581,2,"Friday, January 28, 2011 21:16:40 UTC",40.4560,-123.5258,1.4,0.10,18,"Northern California"
uu,01282110,2,"Friday, January 28, 2011 21:10:42 UTC",39.4372,-111.2178,2.0,6.20,13,"Utah"
nn,00325352,7,"Friday, January 28, 2011 21:08:48 UTC",37.4362,-117.0776,1.6,7.20,12,"Nevada"
ak,10164790,1,"Friday, January 28, 2011 20:47:25 UTC",63.2380,-151.1106,1.6,0.00, 8,"Central Alaska"
nc,71521576,2,"Friday, January 28, 2011 20:21:36 UTC",38.7530,-122.7187,1.3,2.60,41,"Northern California"
nn,00325350,7,"Friday, January 28, 2011 20:20:48 UTC",37.4248,-117.0843,1.2,9.10,13,"Nevada"
nc,71521571,0,"Friday, January 28, 2011 20:19:08 UTC",38.8383,-122.8012,0.4,1.70, 6,"Northern California"
ci,14924332,2,"Friday, January 28, 2011 20:07:59 UTC",36.0385,-117.7763,0.8,3.30,20,"Central California"
nc,71521561,2,"Friday, January 28, 2011 20:00:34 UTC",38.8080,-122.7422,1.0,2.40,42,"Northern California"
ak,10164772,1,"Friday, January 28, 2011 19:59:45 UTC",61.2941,-150.5205,2.2,23.60,22,"Southern Alaska"
ci,14924316,2,"Friday, January 28, 2011 19:55:45 UTC",31.1990,-115.7277,2.9,10.00,10,"Baja California, Mexico"
us,b00015ns,5,"Friday, January 28, 2011 19:54:32 UTC",27.0393,143.4660,4.7,15.60,24,"Bonin Islands, Japan region"
us,b00015n6,5,"Friday, January 28, 2011 19:44:40 UTC",26.8877,143.5334,4.8,10.00,60,"Bonin Islands, Japan region"
ci,14924308,4,"Friday, January 28, 2011 19:44:23 UTC",33.7145,-116.7610,1.1,16.90,47,"Southern California"
nn,00325345,7,"Friday, January 28, 2011 19:40:16 UTC",37.4285,-117.0673,1.3,0.00,17,"Nevada"
nc,71521551,0,"Friday, January 28, 2011 19:37:08 UTC",38.8278,-122.8292,0.6,2.30,11,"Northern California"
nc,71521546,3,"Friday, January 28, 2011 19:35:41 UTC",38.8140,-122.7858,1.2,2.10,43,"Northern California"
ci,14924292,3,"Friday, January 28, 2011 19:24:03 UTC",31.1860,-115.7502,3.7,7.00,20,"Baja California, Mexico"
ci,14924284,4,"Friday, January 28, 2011 19:14:23 UTC",33.7158,-116.7525,1.0,16.80,45,"Southern California"
ci,14924268,4,"Friday, January 28, 2011 19:00:53 UTC",33.7058,-116.7620,1.4,16.40,74,"Southern California"
nc,71521541,0,"Friday, January 28, 2011 18:56:48 UTC",38.8043,-122.7393,0.9,1.60, 9,"Northern California"
nc,71521536,0,"Friday, January 28, 2011 18:55:23 UTC",38.8090,-122.7967,0.5,15.20, 8,"Northern California"
ak,10164746,1,"Friday, January 28, 2011 18:48:58 UTC",63.6936,-149.8534,2.1,146.50,23,"Central Alaska"
ci,14924260,4,"Friday, January 28, 2011 18:39:40 UTC",36.0390,-117.7697,0.9,1.30,24,"Central California"
ci,14924252,2,"Friday, January 28, 2011 18:30:48 UTC",36.0347,-117.7750,0.7,2.70,14,"Central California"
hv,60209306,1,"Friday, January 28, 2011 17:58:24 UTC",19.6757,-155.3878,2.0,44.00,24,"Island of Hawaii, Hawaii"
ak,10164726,1,"Friday, January 28, 2011 17:41:22 UTC",66.1298,-149.6245,1.8,15.60,10,"northern Alaska"
hv,60209301,1,"Friday, January 28, 2011 17:39:04 UTC",19.3833,-155.4415,1.7,3.80,19,"Island of Hawaii, Hawaii"
ak,10164709,1,"Friday, January 28, 2011 17:25:47 UTC",62.3892,-152.3000,2.0,6.90, 9,"Central Alaska"
us,b00015kx,5,"Friday, January 28, 2011 16:35:39 UTC",-5.3056,153.9140,5.0,138.40,60,"New Ireland region, Papua New Guinea"
nm,012811b,A,"Friday, January 28, 2011 16:29:11 UTC",35.3273,-92.2920,1.7,5.20, 6,"Arkansas"
nc,71521521,2,"Friday, January 28, 2011 16:15:51 UTC",36.7607,-121.2722,1.0,7.50,19,"Central California"
ak,10164660,1,"Friday, January 28, 2011 16:02:00 UTC",62.0884,-150.2102,1.9,10.30,18,"Central Alaska"
nc,71521516,2,"Friday, January 28, 2011 15:57:11 UTC",38.8367,-122.7847,1.1,2.30,43,"Northern California"
nc,71521511,2,"Friday, January 28, 2011 15:54:07 UTC",37.4738,-118.8397,0.6,4.90,13,"Central California"
us,b00015k9,5,"Friday, January 28, 2011 15:45:42 UTC",1.9714,96.7505,5.0,19.30,50,"Nias region, Indonesia"
nc,71521506,3,"Friday, January 28, 2011 15:43:58 UTC",37.8450,-121.7818,2.8,13.00,128,"San Francisco Bay area, California"
ci,14924204,4,"Friday, January 28, 2011 15:41:54 UTC",33.2437,-115.6510,1.2,2.80,15,"Southern California"
ci,14924196,4,"Friday, January 28, 2011 15:31:26 UTC",36.0400,-117.7725,0.5,0.20,18,"Central California"
nc,71521501,0,"Friday, January 28, 2011 15:04:36 UTC",38.8348,-122.8107,0.4,2.00, 8,"Northern California"
ci,14924188,4,"Friday, January 28, 2011 15:04:30 UTC",33.4387,-118.0190,2.5,5.10,20,"Gulf of Santa Catalina, California"
ci,14924180,4,"Friday, January 28, 2011 15:03:27 UTC",33.8707,-116.7957,1.0,16.10,51,"Southern California"
uu,01281447,2,"Friday, January 28, 2011 14:47:22 UTC",39.6867,-111.2522,1.5,1.70,12,"Utah"
ci,14924172,4,"Friday, January 28, 2011 14:40:26 UTC",33.4968,-116.5705,0.5,9.40,28,"Southern California"
ci,14924164,2,"Friday, January 28, 2011 14:23:01 UTC",36.0365,-117.7713,0.5,2.60,15,"Central California"
ak,10164645,1,"Friday, January 28, 2011 14:22:22 UTC",56.7708,-152.7856,3.4,9.10,38,"Kodiak Island region, Alaska"
