Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71521486,2,"Friday, January 28, 2011 14:21:00 UTC",38.8175,-122.8212,1.3,2.70,49,"Northern California"
ci,14924156,2,"Friday, January 28, 2011 14:17:41 UTC",36.0400,-117.7683,0.8,2.50,15,"Central California"
ci,14924148,4,"Friday, January 28, 2011 14:11:42 UTC",36.0415,-117.7697,1.3,2.80,30,"Central California"
ci,14924140,4,"Friday, January 28, 2011 14:09:45 UTC",36.0413,-117.7732,1.5,1.90,36,"Central California"
ak,10164639,1,"Friday, January 28, 2011 13:37:21 UTC",60.1689,-141.3155,1.6,9.20, 8,"Southern Alaska"
nn,00325326,7,"Friday, January 28, 2011 12:59:04 UTC",38.5327,-118.4163,1.5,9.00,10,"Nevada"
nc,71521471,0,"Friday, January 28, 2011 12:46:24 UTC",38.8258,-122.8022,0.6,3.40,11,"Northern California"
ak,10164617,1,"Friday, January 28, 2011 12:44:30 UTC",63.4929,-150.8743,1.3,15.70, 8,"Central Alaska"
nc,71521466,0,"Friday, January 28, 2011 12:44:16 UTC",38.8027,-122.7732,0.5,1.20, 8,"Northern California"
us,b00015iq,7,"Friday, January 28, 2011 12:41:01 UTC",-19.1523,-178.1596,4.9,602.80,272,"Fiji region"
us,b00015ip,7,"Friday, January 28, 2011 12:37:18 UTC",-21.3235,-178.6865,5.2,563.70,327,"Fiji region"
ci,14924116,4,"Friday, January 28, 2011 12:37:11 UTC",34.0657,-117.2485,0.9,10.70,26,"Greater Los Angeles area, California"
ci,14924108,4,"Friday, January 28, 2011 11:52:39 UTC",33.2247,-116.7538,1.2,5.60,43,"Southern California"
ci,14924100,4,"Friday, January 28, 2011 11:47:02 UTC",33.3765,-116.4258,1.3,8.70,63,"Southern California"
ci,14924092,2,"Friday, January 28, 2011 11:43:04 UTC",32.2628,-115.4168,1.9,7.00,16,"Baja California, Mexico"
ak,10164590,1,"Friday, January 28, 2011 11:06:13 UTC",63.2768,-151.2219,1.5,0.90, 9,"Central Alaska"
ci,14924084,4,"Friday, January 28, 2011 11:01:56 UTC",33.2272,-116.7480,0.8,12.80,39,"Southern California"
pr,11028000,0,"Friday, January 28, 2011 10:59:30 UTC",19.5739,-66.9359,3.2,59.00, 8,"Puerto Rico region"
nc,71521451,2,"Friday, January 28, 2011 10:40:56 UTC",38.8252,-122.7975,0.7,3.30,29,"Northern California"
nc,71521446,0,"Friday, January 28, 2011 10:36:08 UTC",38.8073,-122.7948,0.7,3.00,11,"Northern California"
ci,14924076,2,"Friday, January 28, 2011 10:34:00 UTC",36.0408,-117.7702,0.7,3.50,15,"Central California"
ci,14924068,2,"Friday, January 28, 2011 10:26:04 UTC",36.0352,-117.7698,0.6,3.70,13,"Central California"
ci,14924060,6,"Friday, January 28, 2011 10:12:57 UTC",34.1745,-117.3993,1.1,11.00,50,"Greater Los Angeles area, California"
ci,14924052,2,"Friday, January 28, 2011 09:59:25 UTC",32.9430,-116.2115,0.6,10.00, 7,"Southern California"
ci,14924044,4,"Friday, January 28, 2011 09:51:49 UTC",36.0387,-117.7725,1.0,3.30,14,"Central California"
ci,14924036,4,"Friday, January 28, 2011 09:49:15 UTC",36.0365,-117.7720,0.8,3.40,16,"Central California"
ci,14924028,2,"Friday, January 28, 2011 09:30:11 UTC",36.0295,-117.7663,0.4,3.70, 8,"Central California"
us,b00015hw,3,"Friday, January 28, 2011 09:24:04 UTC",34.4156,141.8406,4.5,39.60, 8,"off the east coast of Honshu, Japan"
nc,71521441,2,"Friday, January 28, 2011 09:23:39 UTC",38.8332,-122.8007,0.2,2.80,21,"Northern California"
ak,10164581,2,"Friday, January 28, 2011 09:13:35 UTC",62.2028,-153.1530,1.5,1.30,11,"Central Alaska"
nc,71521436,3,"Friday, January 28, 2011 09:03:42 UTC",36.9578,-121.4475,2.1,5.20,85,"Central California"
ci,14924012,4,"Friday, January 28, 2011 09:01:44 UTC",33.3575,-116.3680,0.8,11.90,28,"Southern California"
ci,14924004,4,"Friday, January 28, 2011 08:53:35 UTC",32.4923,-115.6375,2.7,10.00,24,"Baja California, Mexico"
nn,00325322,7,"Friday, January 28, 2011 08:38:09 UTC",37.4186,-115.5580,1.8,0.00, 9,"Nevada"
nc,71521426,2,"Friday, January 28, 2011 08:20:53 UTC",38.8077,-122.8228,0.5,3.70,32,"Northern California"
nn,00325321,7,"Friday, January 28, 2011 08:19:26 UTC",40.6500,-119.6482,2.1,4.60, 9,"Nevada"
ci,14923996,4,"Friday, January 28, 2011 08:06:53 UTC",32.1202,-116.8088,1.8,10.00,16,"Baja California, Mexico"
nc,71521421,2,"Friday, January 28, 2011 08:05:11 UTC",37.4992,-118.8415,0.6,8.10, 9,"Central California"
ci,14923988,4,"Friday, January 28, 2011 07:53:10 UTC",33.6928,-116.7950,0.8,16.70,37,"Southern California"
ci,14923980,4,"Friday, January 28, 2011 07:52:32 UTC",33.6843,-116.7958,0.5,15.90,34,"Southern California"
hv,60209251,1,"Friday, January 28, 2011 07:37:29 UTC",19.4273,-155.6213,2.4,2.20,19,"Island of Hawaii, Hawaii"
ci,14923972,5,"Friday, January 28, 2011 07:26:56 UTC",32.5800,-115.7482,3.0,10.00,36,"Baja California, Mexico"
ci,14923964,4,"Friday, January 28, 2011 07:26:13 UTC",33.1908,-115.5998,0.7,0.10,12,"Southern California"
nc,71521411,2,"Friday, January 28, 2011 06:51:51 UTC",37.0713,-121.8615,0.8,10.90,11,"Northern California"
us,b00015gy,5,"Friday, January 28, 2011 06:40:10 UTC",-36.2108,-99.5247,4.8,10.20,39,"southeast of Easter Island"
nm,012811a,A,"Friday, January 28, 2011 06:34:36 UTC",35.3004,-92.3178,1.7,6.10, 5,"Arkansas"
us,2011graz,5,"Friday, January 28, 2011 06:34:04 UTC",28.4400,58.9600,4.3,14.00,28,"southeastern Iran"
nc,71521401,2,"Friday, January 28, 2011 06:25:46 UTC",38.7868,-122.7327,1.2,1.30,47,"Northern California"
nc,71521396,0,"Friday, January 28, 2011 06:23:45 UTC",38.8112,-122.8290,0.6,3.10, 6,"Northern California"
ci,14923956,4,"Friday, January 28, 2011 06:10:51 UTC",33.4448,-118.0292,2.3,3.60,14,"Gulf of Santa Catalina, California"
ak,10164560,1,"Friday, January 28, 2011 05:59:25 UTC",63.1127,-150.8295,1.9,121.60,18,"Central Alaska"
nc,71521376,0,"Friday, January 28, 2011 05:52:14 UTC",38.8368,-122.8293,0.8,1.90, 7,"Northern California"
uw,01280542,1,"Friday, January 28, 2011 05:42:55 UTC",46.2780,-122.2085,1.8,5.60,24,"Mount St. Helens area, Washington"
ci,14923948,2,"Friday, January 28, 2011 05:27:50 UTC",33.1790,-115.6122,0.5,0.00, 9,"Southern California"
ci,14923940,4,"Friday, January 28, 2011 05:21:14 UTC",32.9932,-116.3465,1.6,8.40,49,"Southern California"
us,b00015g8,6,"Friday, January 28, 2011 05:06:43 UTC",28.1126,58.9370,4.5,10.00,38,"southeastern Iran"
nc,71521526,2,"Friday, January 28, 2011 04:52:30 UTC",37.6253,-119.3677,1.1,9.00,14,"Central California"
us,2011gral,4,"Friday, January 28, 2011 04:37:15 UTC",-52.7469,18.6741,4.7,10.00,36,"southwest of Africa"
nc,71521366,3,"Friday, January 28, 2011 04:33:23 UTC",38.8188,-122.8037,1.7,3.00,53,"Northern California"
nn,00325512,7,"Friday, January 28, 2011 04:24:09 UTC",37.9889,-114.4824,1.7,6.00, 4,"Nevada"
nc,71521361,2,"Friday, January 28, 2011 04:23:52 UTC",37.4993,-118.8333,0.3,8.40,10,"Central California"
us,b00015fw,6,"Friday, January 28, 2011 04:20:40 UTC",28.2157,58.9602,5.0,35.10,64,"southeastern Iran"
ci,14923932,4,"Friday, January 28, 2011 04:15:20 UTC",36.4063,-117.8587,1.3,11.00,16,"Central California"
ci,14923908,4,"Friday, January 28, 2011 03:58:52 UTC",36.1403,-117.7520,1.9,4.40,30,"Central California"
ci,14923900,2,"Friday, January 28, 2011 03:46:56 UTC",35.9920,-117.5682,0.9,5.10,21,"Central California"
ak,10164538,1,"Friday, January 28, 2011 03:31:45 UTC",60.1817,-152.2123,2.0,10.00,12,"Southern Alaska"
ci,14923892,4,"Friday, January 28, 2011 03:11:41 UTC",33.0358,-115.5583,1.4,10.20,20,"Southern California"
ci,14923884,2,"Friday, January 28, 2011 03:04:29 UTC",33.0413,-115.5637,1.4,14.60,14,"Southern California"
nc,71521351,2,"Friday, January 28, 2011 03:02:22 UTC",38.8248,-122.8090,0.5,4.10,28,"Northern California"
ci,14923876,4,"Friday, January 28, 2011 02:49:49 UTC",33.9750,-116.8372,0.8,14.00,38,"Southern California"
nc,71521341,3,"Friday, January 28, 2011 02:29:02 UTC",37.6018,-122.4497,2.5,11.60,163,"San Francisco Bay area, California"
nc,71521346,2,"Friday, January 28, 2011 02:26:18 UTC",35.6480,-120.9313,0.9,6.90,14,"Central California"
ci,14923860,4,"Friday, January 28, 2011 02:01:43 UTC",33.4895,-116.5718,0.5,8.10,31,"Southern California"
nc,71521336,0,"Friday, January 28, 2011 01:59:10 UTC",40.2988,-124.6975,2.1,18.20, 8,"offshore Northern California"
nc,71521331,2,"Friday, January 28, 2011 01:58:59 UTC",35.5503,-120.8022,1.0,6.40,16,"Central California"
nc,71521326,0,"Friday, January 28, 2011 01:35:42 UTC",38.8180,-122.7952,0.6,4.80, 9,"Northern California"
ak,10164393,1,"Friday, January 28, 2011 01:23:59 UTC",63.5059,-147.7288,1.5,0.00,13,"Central Alaska"
ak,10164388,1,"Friday, January 28, 2011 01:12:12 UTC",66.0196,-149.4032,2.4,13.60,17,"northern Alaska"
uu,01280056,2,"Friday, January 28, 2011 00:56:32 UTC",41.7922,-112.3640,1.1,10.40,22,"Utah"
nc,71521321,2,"Friday, January 28, 2011 00:56:12 UTC",38.8055,-122.7405,1.0,2.20,38,"Northern California"
nc,71521306,0,"Friday, January 28, 2011 00:14:17 UTC",38.8217,-122.8003,0.6,3.70,11,"Northern California"
ak,10164374,1,"Friday, January 28, 2011 00:11:50 UTC",63.2287,-150.0058,2.3,95.90,34,"Central Alaska"
us,b00015eh,7,"Friday, January 28, 2011 00:06:00 UTC",27.0157,143.4603,4.9,9.80,152,"Bonin Islands, Japan region"
ak,10164370,1,"Friday, January 28, 2011 00:00:52 UTC",64.9753,-147.3779,1.6,0.00,14,"Central Alaska"
ak,10164368,2,"Thursday, January 27, 2011 23:49:34 UTC",63.0422,-150.3945,1.4,89.90,17,"Central Alaska"
nc,71521296,2,"Thursday, January 27, 2011 23:47:30 UTC",38.1157,-122.1803,1.3,0.00, 7,"San Francisco Bay area, California"
nc,71521291,0,"Thursday, January 27, 2011 23:27:52 UTC",38.8152,-122.8115,0.7,3.30, 8,"Northern California"
hv,60209231,1,"Thursday, January 27, 2011 23:22:18 UTC",19.0330,-155.3262,2.1,38.30,29,"Island of Hawaii, Hawaii"
ak,10164357,2,"Thursday, January 27, 2011 23:14:04 UTC",61.2938,-146.8403,1.4,15.00,15,"Southern Alaska"
ak,10164353,2,"Thursday, January 27, 2011 23:13:16 UTC",61.3484,-146.7020,1.7,17.00,27,"Southern Alaska"
ci,14923844,4,"Thursday, January 27, 2011 22:51:30 UTC",33.6732,-116.7475,1.0,16.70,43,"Southern California"
uu,01272247,2,"Thursday, January 27, 2011 22:47:01 UTC",44.2318,-110.6445,0.1,10.10, 9,"Yellowstone National Park, Wyoming"
nc,71521276,2,"Thursday, January 27, 2011 22:41:54 UTC",37.6308,-119.3735,1.2,8.20,19,"Central California"
nc,71047664,2,"Thursday, January 27, 2011 22:41:19 UTC",37.6307,-119.3703,1.0,10.50,11,"Central California"
us,b00015dc,7,"Thursday, January 27, 2011 22:40:06 UTC",24.2619,94.6158,4.7,100.00,74,"Myanmar-India border region"
uu,01272217,2,"Thursday, January 27, 2011 22:17:48 UTC",39.5140,-112.0610,1.0,2.00,13,"Utah"
ak,10164324,2,"Thursday, January 27, 2011 22:11:51 UTC",61.6605,-147.3656,1.2,31.30,17,"Southern Alaska"
ci,14923812,4,"Thursday, January 27, 2011 22:10:39 UTC",32.1907,-115.2227,2.6,11.60,13,"Baja California, Mexico"
nc,71521271,2,"Thursday, January 27, 2011 22:07:25 UTC",37.5378,-118.8662,0.4,8.90,20,"Central California"
nc,71521266,2,"Thursday, January 27, 2011 21:51:21 UTC",39.1980,-123.1693,1.4,1.40,11,"Northern California"
uw,01272151,1,"Thursday, January 27, 2011 21:51:00 UTC",46.2799,-122.2056,1.0,4.00,24,"Mount St. Helens area, Washington"
nc,71521261,4,"Thursday, January 27, 2011 21:48:58 UTC",37.6240,-119.3712,1.3,7.00,17,"Central California"
uu,01272138,2,"Thursday, January 27, 2011 21:38:16 UTC",39.4105,-111.2070,1.4,12.60,12,"Utah"
nc,71515935,2,"Thursday, January 27, 2011 21:36:52 UTC",39.1913,-123.1718,1.9,3.70,25,"Northern California"
nc,71515930,2,"Thursday, January 27, 2011 21:32:45 UTC",39.1947,-123.1693,1.9,1.40,26,"Northern California"
ci,14923804,4,"Thursday, January 27, 2011 21:28:53 UTC",33.1552,-116.4747,1.2,11.50,43,"Southern California"
nc,71515925,2,"Thursday, January 27, 2011 21:20:40 UTC",37.3258,-122.1078,1.2,0.00,16,"San Francisco Bay area, California"
nc,71515920,2,"Thursday, January 27, 2011 21:17:03 UTC",36.7427,-121.3383,0.6,7.90,17,"Central California"
uu,01272112,2,"Thursday, January 27, 2011 21:12:08 UTC",39.4345,-111.2107,1.5,2.60, 9,"Utah"
ci,14923796,4,"Thursday, January 27, 2011 20:56:25 UTC",36.3448,-114.6818,2.3,8.50, 6,"Nevada"
uw,01272054,1,"Thursday, January 27, 2011 20:54:50 UTC",46.2796,-122.2038,1.1,3.90,16,"Mount St. Helens area, Washington"
nc,71515910,2,"Thursday, January 27, 2011 20:45:31 UTC",38.8162,-122.7983,1.1,3.20,52,"Northern California"
ak,10164297,3,"Thursday, January 27, 2011 20:39:19 UTC",61.3970,-152.2471,1.8,119.60,30,"Southern Alaska"
mb,11107741,2,"Thursday, January 27, 2011 20:33:28 UTC",45.8696,-111.6683,1.2,8.40,11,"western Montana"
uu,01272028,2,"Thursday, January 27, 2011 20:28:35 UTC",39.5092,-112.0655,1.3,1.20,14,"Utah"
uu,01272021,2,"Thursday, January 27, 2011 20:21:48 UTC",39.5080,-112.0573,1.2,0.40,12,"Utah"
ci,14923780,2,"Thursday, January 27, 2011 20:10:00 UTC",34.7468,-116.4237,1.8,0.00,14,"Southern California"
nc,71515895,2,"Thursday, January 27, 2011 19:46:56 UTC",36.0627,-120.3202,1.2,13.10,35,"Central California"
nc,71515890,0,"Thursday, January 27, 2011 19:40:52 UTC",38.8083,-122.7940,0.9,2.90,13,"Northern California"
ak,10165192,2,"Thursday, January 27, 2011 19:27:43 UTC",64.3891,-134.1222,3.3,5.00,15,"Southern Yukon Territory, Canada"
ci,14923772,2,"Thursday, January 27, 2011 19:25:57 UTC",36.1143,-117.8477,0.4,5.30,15,"Central California"
ak,10164277,2,"Thursday, January 27, 2011 19:21:47 UTC",59.4160,-136.7529,2.0,8.50, 7,"Southeastern Alaska"
nc,71515875,2,"Thursday, January 27, 2011 19:17:28 UTC",37.6322,-119.3725,1.2,9.30,15,"Central California"
ci,14923724,4,"Thursday, January 27, 2011 19:10:47 UTC",32.6607,-115.9368,1.4,5.00,15,"Southern California"
ak,10164263,2,"Thursday, January 27, 2011 19:05:04 UTC",61.0177,-149.6222,1.2,28.10,17,"Southern Alaska"
ci,14923716,4,"Thursday, January 27, 2011 19:04:53 UTC",34.1188,-117.4438,1.4,8.80,53,"Greater Los Angeles area, California"
ak,10164262,2,"Thursday, January 27, 2011 18:58:11 UTC",64.4778,-148.6012,0.5,19.40,11,"Central Alaska"
ak,10164238,2,"Thursday, January 27, 2011 18:45:27 UTC",63.5539,-147.6734,1.6,6.40,19,"Central Alaska"
nc,71515855,3,"Thursday, January 27, 2011 18:43:47 UTC",37.5613,-118.8125,1.7,5.90,33,"Central California"
uw,01271836,1,"Thursday, January 27, 2011 18:36:08 UTC",46.2864,-122.2058,1.4,5.60,25,"Mount St. Helens area, Washington"
nc,71515850,2,"Thursday, January 27, 2011 18:35:19 UTC",37.6302,-119.3743,1.2,7.40, 9,"Central California"
ak,10164205,3,"Thursday, January 27, 2011 18:33:01 UTC",54.5143,-153.1999,3.7,25.00,63,"south of Alaska"
nc,71515840,2,"Thursday, January 27, 2011 18:26:56 UTC",37.6302,-119.3725,1.2,9.00,18,"Central California"
ak,10164200,2,"Thursday, January 27, 2011 18:25:15 UTC",60.5535,-148.3773,1.8,3.70,22,"Kenai Peninsula, Alaska"
nc,71515835,0,"Thursday, January 27, 2011 18:24:28 UTC",38.8192,-122.7992,0.9,4.00,19,"Northern California"
us,b000158f,5,"Thursday, January 27, 2011 18:19:06 UTC",27.5913,145.3605,4.8,18.00,14,"east of the Bonin Islands"
ak,10165185,2,"Thursday, January 27, 2011 18:01:48 UTC",57.9001,-154.4478,1.4,57.80, 9,"Kodiak Island region, Alaska"
nc,71515825,2,"Thursday, January 27, 2011 17:47:04 UTC",37.4377,-118.9705,0.7,5.00,10,"Central California"
ak,10164163,3,"Thursday, January 27, 2011 17:43:07 UTC",64.1895,-149.9447,1.2,1.60,13,"Central Alaska"
nc,71515820,0,"Thursday, January 27, 2011 17:37:03 UTC",38.8197,-122.8062,0.9,3.60,23,"Northern California"
ci,14923692,3,"Thursday, January 27, 2011 17:28:56 UTC",36.1782,-114.5627,2.4,6.00, 8,"Nevada"
nc,71515805,2,"Thursday, January 27, 2011 17:16:18 UTC",38.7585,-122.7248,0.3,0.00,13,"Northern California"
ak,10164143,2,"Thursday, January 27, 2011 17:13:02 UTC",63.9365,-148.9187,1.3,5.70,16,"Central Alaska"
nc,71515800,2,"Thursday, January 27, 2011 17:11:44 UTC",38.8060,-122.8100,1.8,2.30,51,"Northern California"
nc,71515790,0,"Thursday, January 27, 2011 16:45:35 UTC",38.8373,-122.8037,0.8,2.00,10,"Northern California"
ak,10164112,2,"Thursday, January 27, 2011 16:25:59 UTC",63.2763,-151.2045,0.9,8.50,13,"Central Alaska"
us,c00019m4,7,"Thursday, January 27, 2011 16:17:17 UTC",-19.1797,-173.5329,5.2,10.00,185,"Tonga"
nc,71515775,2,"Thursday, January 27, 2011 16:06:19 UTC",37.4817,-118.8378,0.6,7.40,10,"Central California"
ci,14923684,4,"Thursday, January 27, 2011 16:05:01 UTC",33.7968,-118.4505,1.6,14.40,25,"Santa Monica Bay, California"
ak,10164109,2,"Thursday, January 27, 2011 16:01:52 UTC",63.4751,-150.8549,1.0,10.30,11,"Central Alaska"
us,c00019lw,6,"Thursday, January 27, 2011 15:54:40 UTC",27.1048,143.3629,5.0,7.70,119,"Bonin Islands, Japan region"
nn,00325269,7,"Thursday, January 27, 2011 15:40:53 UTC",36.8074,-114.4102,1.6,4.30, 8,"Nevada"
ci,14923676,6,"Thursday, January 27, 2011 15:35:34 UTC",35.0793,-118.9802,1.2,19.30,28,"Central California"
ci,14923668,5,"Thursday, January 27, 2011 15:29:46 UTC",35.0790,-118.9847,3.2,19.80,59,"Central California"
uu,00005541,1,"Thursday, January 27, 2011 15:24:34 UTC",44.2848,-109.8312,2.3,5.40,20,"Wyoming"
nc,71515755,6,"Thursday, January 27, 2011 15:18:13 UTC",38.3112,-119.3058,1.6,6.40,35,"Central California"
nn,00325266,7,"Thursday, January 27, 2011 15:10:57 UTC",37.9432,-114.8923,1.9,2.10, 4,"Nevada"
ak,10165178,2,"Thursday, January 27, 2011 15:06:12 UTC",51.5386,-176.6102,2.5,42.80,14,"Andreanof Islands, Aleutian Islands, Alaska"
us,c00019l8,5,"Thursday, January 27, 2011 15:02:45 UTC",-38.6325,175.9886,5.3,152.00,88,"North Island of New Zealand"
us,c00019la,5,"Thursday, January 27, 2011 15:01:43 UTC",27.8444,58.8736,4.3,35.00,33,"southeastern Iran"
pr,11027001,0,"Thursday, January 27, 2011 14:43:05 UTC",18.0069,-68.5699,2.6,37.70, 6,"Dominican Republic region"
nc,71515745,3,"Thursday, January 27, 2011 14:27:22 UTC",36.4093,-120.9895,2.1,6.40,60,"Central California"
ak,10164097,3,"Thursday, January 27, 2011 14:14:37 UTC",60.4993,-152.1250,2.0,92.50,30,"Southern Alaska"
us,2011gqc1,1,"Thursday, January 27, 2011 14:06:47 UTC",4.3900,-73.6800,3.9,4.00, 7,"Colombia"
nn,00325264,7,"Thursday, January 27, 2011 13:58:56 UTC",37.1549,-117.3557,1.2,9.20,13,"Nevada"
uw,01271355,1,"Thursday, January 27, 2011 13:55:23 UTC",48.5335,-122.1066,1.0,3.50, 9,"Washington"
nm,012711b,A,"Thursday, January 27, 2011 13:51:43 UTC",35.2989,-92.3240,1.6,4.10, 6,"Arkansas"
nc,71515740,4,"Thursday, January 27, 2011 13:38:58 UTC",37.6742,-122.4295,0.5,10.20,12,"San Francisco Bay area, California"
ci,14923644,4,"Thursday, January 27, 2011 13:37:51 UTC",33.3792,-116.3948,1.2,8.60,51,"Southern California"
ci,14923636,4,"Thursday, January 27, 2011 13:31:40 UTC",36.0403,-117.7703,0.6,3.90,17,"Central California"
ci,14923620,2,"Thursday, January 27, 2011 13:25:10 UTC",36.0410,-117.7702,0.4,4.00,13,"Central California"
nc,71515735,2,"Thursday, January 27, 2011 13:24:43 UTC",37.6252,-119.3705,1.0,8.20,18,"Central California"
ak,10165176,2,"Thursday, January 27, 2011 13:11:50 UTC",59.2114,-149.9188,1.8,25.00,13,"Kenai Peninsula, Alaska"
us,c00019kx,6,"Thursday, January 27, 2011 13:02:41 UTC",43.7073,-127.4323,4.1,10.00,48,"off the coast of Oregon"
ak,10165175,2,"Thursday, January 27, 2011 12:55:43 UTC",62.3625,-149.6871,1.2,2.30,14,"Central Alaska"
ak,10165174,2,"Thursday, January 27, 2011 12:47:52 UTC",57.4353,-154.6959,1.8,93.40,10,"Kodiak Island region, Alaska"
ci,14923604,4,"Thursday, January 27, 2011 12:44:32 UTC",32.9995,-116.3473,2.0,9.50,75,"Southern California"
ci,14923612,4,"Thursday, January 27, 2011 12:43:23 UTC",33.1322,-115.7330,0.8,0.90, 7,"Southern California"
ci,14923596,4,"Thursday, January 27, 2011 12:42:31 UTC",35.2448,-118.5633,1.3,7.20,21,"Central California"
ak,10164076,2,"Thursday, January 27, 2011 12:41:15 UTC",59.9646,-151.7639,2.2,56.00,39,"Kenai Peninsula, Alaska"
ak,10164074,2,"Thursday, January 27, 2011 12:28:29 UTC",61.9295,-150.1641,1.6,40.90,27,"Southern Alaska"
uw,01271218,1,"Thursday, January 27, 2011 12:18:52 UTC",46.2868,-122.2015,1.3,3.80,23,"Mount St. Helens area, Washington"
ak,10165171,2,"Thursday, January 27, 2011 12:16:50 UTC",56.3937,-153.8412,1.9,20.30, 5,"Kodiak Island region, Alaska"
ak,10164072,2,"Thursday, January 27, 2011 12:13:21 UTC",61.2002,-150.2014,1.3,40.30,19,"Southern Alaska"
ak,10164071,2,"Thursday, January 27, 2011 12:04:40 UTC",64.8593,-149.0160,0.7,16.60, 6,"Central Alaska"
ak,10164069,2,"Thursday, January 27, 2011 12:04:00 UTC",64.7723,-147.4013,0.2,7.60, 7,"Central Alaska"
ci,14923580,4,"Thursday, January 27, 2011 11:47:03 UTC",35.8148,-117.7903,1.0,4.00,26,"Central California"
ak,10164062,2,"Thursday, January 27, 2011 11:46:24 UTC",61.6141,-152.1194,2.5,122.00,59,"Southern Alaska"
ci,14923564,2,"Thursday, January 27, 2011 11:32:07 UTC",36.0278,-117.7693,0.3,1.70,12,"Central California"
ak,10164059,2,"Thursday, January 27, 2011 11:30:04 UTC",64.7963,-146.8349,0.5,12.90, 7,"Central Alaska"
nc,71515720,2,"Thursday, January 27, 2011 11:28:34 UTC",38.8330,-122.8027,1.1,2.90,48,"Northern California"
us,c00019kj,6,"Thursday, January 27, 2011 11:23:39 UTC",27.1306,143.2816,4.7,10.00,56,"Bonin Islands, Japan region"
ak,10164057,2,"Thursday, January 27, 2011 11:10:26 UTC",61.1766,-150.1598,1.1,39.00,13,"Southern Alaska"
ci,14923556,4,"Thursday, January 27, 2011 10:54:39 UTC",34.1605,-117.5395,1.1,12.30,34,"Greater Los Angeles area, California"
ak,10164056,2,"Thursday, January 27, 2011 10:53:56 UTC",63.5036,-150.9553,0.9,11.40,12,"Central Alaska"
nc,71515710,4,"Thursday, January 27, 2011 10:37:37 UTC",39.5135,-123.3350,1.7,7.80,18,"Northern California"
nc,71515705,2,"Thursday, January 27, 2011 10:34:45 UTC",37.4808,-118.0427,1.7,0.10,11,"Central California"
us,c00019ke,5,"Thursday, January 27, 2011 10:26:57 UTC",27.1196,143.2995,4.7,10.00,51,"Bonin Islands, Japan region"
ci,14923540,4,"Thursday, January 27, 2011 10:25:47 UTC",32.6272,-115.7520,1.2,3.60,17,"Baja California, Mexico"
us,c00019kc,6,"Thursday, January 27, 2011 10:24:20 UTC",27.0107,143.3077,4.9,10.00,109,"Bonin Islands, Japan region"
uu,01271018,2,"Thursday, January 27, 2011 10:18:57 UTC",38.9938,-111.3848,1.7,10.10, 9,"Utah"
ak,10164050,2,"Thursday, January 27, 2011 10:16:36 UTC",61.3049,-152.2514,1.1,1.30,11,"Southern Alaska"
ak,10164049,2,"Thursday, January 27, 2011 10:06:50 UTC",64.5810,-148.1687,0.6,14.50,10,"Central Alaska"
nc,71515695,2,"Thursday, January 27, 2011 09:45:49 UTC",37.6363,-119.3765,1.3,13.90,16,"Central California"
nc,71515690,2,"Thursday, January 27, 2011 09:43:44 UTC",37.6458,-119.3833,1.3,8.60,27,"Central California"
ci,14923532,4,"Thursday, January 27, 2011 09:32:10 UTC",33.8202,-118.4537,1.9,9.40,29,"Santa Monica Bay, California"
ak,10164047,2,"Thursday, January 27, 2011 09:29:59 UTC",61.2291,-151.9283,1.0,15.40,13,"Southern Alaska"
nm,012711a,A,"Thursday, January 27, 2011 09:27:58 UTC",35.3748,-92.4590,2.0,0.10, 8,"Arkansas"
uw,01270923,1,"Thursday, January 27, 2011 09:23:31 UTC",48.5239,-122.0868,1.7,1.90,25,"Washington"
ak,10165160,2,"Thursday, January 27, 2011 09:14:43 UTC",67.0378,-140.5665,1.8,5.00, 6,"northern Yukon Territory, Canada"
us,c00019k2,6,"Thursday, January 27, 2011 09:09:01 UTC",-3.0942,139.5257,4.9,50.00,47,"Papua, Indonesia"
nc,71515685,4,"Thursday, January 27, 2011 08:49:12 UTC",39.4052,-120.1882,0.8,9.90,14,"Northern California"
ak,10164038,2,"Thursday, January 27, 2011 08:45:09 UTC",60.0535,-152.6634,2.1,99.80,37,"Southern Alaska"
ak,10165158,2,"Thursday, January 27, 2011 08:43:19 UTC",63.4689,-150.8537,0.8,8.40,11,"Central Alaska"
uu,01270839,2,"Thursday, January 27, 2011 08:39:19 UTC",44.4530,-110.3093,0.3,6.60, 7,"Yellowstone National Park, Wyoming"
us,c00019jy,C,"Thursday, January 27, 2011 08:38:28 UTC",28.1853,58.9678,6.0,10.70,213,"southeastern Iran"
nc,71515680,2,"Thursday, January 27, 2011 08:36:16 UTC",36.6117,-121.1303,0.8,9.20,12,"Central California"
nc,71515830,2,"Thursday, January 27, 2011 08:34:07 UTC",37.6650,-118.8332,0.4,6.70,14,"Long Valley area, California"
nc,71515675,2,"Thursday, January 27, 2011 08:33:15 UTC",37.6663,-118.8400,0.7,6.20,17,"Long Valley area, California"
uu,01270817,2,"Thursday, January 27, 2011 08:17:50 UTC",39.4315,-111.2130,1.6,6.80,13,"Utah"
nc,71515665,3,"Thursday, January 27, 2011 07:57:09 UTC",37.6363,-119.3778,1.8,8.90,35,"Central California"
